,Company size,Total views,Date,Impressions (total),Unique impressions (organic),Clicks (total),Reactions (total),Comments (total),Shares (total),Engagement rate (total),Industry,Total followers,Job function,Sponsored followers,Organic followers,Seniority,Location,Update title,Update type,Created date,Audience,Impressions,Clicks,Click through rate (CTR),Likes,Comments,Shares,Engagement rate,Content Type,Overview page views (desktop),Overview page views (mobile),Overview page views (total),Overview unique visitors (desktop),Overview unique visitors (mobile),Overview unique visitors (total),Jobs page views (desktop),Jobs page views (mobile),Jobs page views (total),Jobs unique visitors (desktop),Jobs unique visitors (mobile),Jobs unique visitors (total),Total page views (desktop),Total page views (mobile),Total page views (total),Total unique visitors (desktop),Total unique visitors (mobile),Total unique visitors (total)
0,1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2-10,2768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11-50,2402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,51-200,2146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,201-500,1417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,501-1000,1468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1001-5000,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5001-10000,894.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10001+,6088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,,,,,,,,,,,,,,,,,,"We had 150+ participants joining the webinar on ""Writing a Marketable CV"" live on Zoom and Facebook.

We want to thank our Resource person Naa Lamle Lamptey. We appreciate your time and the insights you shared today. FestMan is grateful.

We also appreciate everyone who joined the session and the entire FestMan Team and GRASAG-UCC.

#cvwriting ",Organic,04/10/2021,All followers,790.0,39.0,0.0493670888245105,29.0,4.0,3.0,0.0949367061257362,Image,,,,,,,,,,,,,,,,,,
1593,,,,,,,,,,,,,,,,,,"We had a good time with the Business Students of University of Cape Coast during their Business week celebration.

We took them through Data analytics using Microsoft Excel. 

We believe that the future of work is digital so for today's youth to succeed in the job market today and tomorrow, they need to possess the digital skill that will make them more competitive.

Our mission at FestMan is to equip 1000+ youth with premium digital skills by the close of the year.

Next semester, we are going to organise another free session for them on Data analytics with Microsoft Power BI and Python.

Kudos🙌🙌 to the team and University of Cape Coast School of Business. John Ahorsu-Walker Enock Eli Akakpo Kent B.


#dataanalytics #digital #students #microsoft Microsoft #microsoftexcel #powerbidesktop #pythonprogramming",Organic,04/09/2021,All followers,1193.0,134.0,0.1123218759894371,35.0,2.0,6.0,0.1483654677867889,Image,,,,,,,,,,,,,,,,,,
1594,,,,,,,,,,,,,,,,,,"📌 Free webinar: Writing a marketable Resume

In order to secure the role you want in today's competitive job market, you need to stand out. It all starts with having a job-focused and marketable Resume that sells you and your unique skills and competencies.

In this webinar, you'll learn how to position your resume to a specific marketing purpose, how to align your resume with the specific needs of the hiring organization, and how to ensure your resume ranks high on the relevancy scales used by top-notch organizations today.

You will also learn how to construct powerful accomplishment statements, how to write effective summary sections, and how to use action words to highlight your key accomplishments.

Register today to secure your seat: bit.ly/FestmanCV
#cvwriting #resumewriting #thefutureisdigital",Organic,04/08/2021,All followers,1507.0,55.0,0.0364963486790657,60.0,1.0,10.0,0.0836098194122314,Image,,,,,,,,,,,,,,,,,,
1595,,,,,,,,,,,,,,,,,,"We are excited to welcome our New Brand Ambassadors to the FestMan Team.

These are Students and Graduates from the Tertiary Institutions in Ghana selected through rigorous online interviews.

We are going to groom, support and deploy these amazing individuals to support our Technology and Digital Skills agenda aimed to equip every Student with relevant Digital Skills to become Product designers, Data Analyst, Financial Modeler, UX Designers, Data Scientist and Software developers.

We will provide them with the opportunity and the enabling environment to grow and develop their leadership, digital and communication skills.
#data #datascience #datascientist #leadership #technology #digital #bigdata ",Organic,04/02/2021,All followers,984.0,65.0,0.0660569071769714,32.0,2.0,4.0,0.10467479377985,Image,,,,,,,,,,,,,,,,,,
1596,,,,,,,,,,,,,,,,,,"💥Optimize your LinkedIn profile with these 10 tips .

LinkedIn has revolutionized how we interact and connect with others. 

LinkedIn enables you build amazing profile or online presence that showcase who you are, what you stand for, and what you’re interested in.

In this post, you will learn 10 amazing tips for optimizing your LinkedIn profile.
",Organic,03/27/2021,All followers,452.0,13.0,0.0287610627710819,12.0,0.0,2.0,0.0597345121204853,article,,,,,,,,,,,,,,,,,,
1597,,,,,,,,,,,,,,,,,,"""An investment in knowledge pays the best interest.""

~ Benjamin Franklin

In this era of rapid technologically innovation and development, we need to invest our time and resources to develop our skills and build the capacity to be indispensable.


#festmanlearning
#accaglobal 
#cimaglobal 
",Organic,03/24/2021,All followers,521.0,5.0,0.0095969289541244,9.0,0.0,4.0,0.0345489457249641,Text,,,,,,,,,,,,,,,,,,
1598,,,,,,,,,,,,,,,,,,"💥UX DESIGN BOOTCAMP

Did you miss the first session of the UX Design Bootcamp?

Don't worry. We've got your back.

Watch the recorded video here:

https://lnkd.in/eaXMyjr

Passcode:festmanux@1

Here are some feedback from the participants:

""Honestly, the class was very interactive. I enjoyed every aspect of it. Very very educative and I would wish for those who couldn't make it today to try and make it to the next one.""
~ Nana Amoako

""It was great😊... Enjoyed the session. Had amazing time""
~ Manasseh


""I enjoyed the section today 🙏🏻🙏🏻""
~ King Seyram",Organic,03/13/2021,All followers,723.0,22.0,0.0304287690669298,15.0,0.0,3.0,0.0553250350058078,Image,,,,,,,,,,,,,,,,,,
1599,,,,,,,,,,,,,,,,,,"💥Advanced Financial Modeling Online Masterclass

Financial Modeling is one of the hottest skill required to work in the Finance and Accounting industry. 

If you want to advance your career as a Finance or Accounting Professional, then enroll in this 4-week live instructor-led course.

You will be equipped with the skills for forecasting and modeling Corporate Financial statements.

Enroll today. Call 0541239290.

Registration closes soon
George E. A Anang, FMVA®, MPhil
Emmanuel Egyam, CBCA™, FMVA®, CFA Level III Candidate
Alexander Dankyi Asare
Gordon Jnr Appiah

#accastudents 
#cimaglobal 
#financeprofessionals 
#financialmodelling 
#microsoftexcel 
#finance
",Organic,03/10/2021,All followers,626.0,22.0,0.0351437702775001,13.0,0.0,2.0,0.0591054297983646,Image,,,,,,,,,,,,,,,,,,
1600,,,,,,,,,,,,,,,,,,"Digital Assurance Virtual Internship Program by PwC .

Ready to work at the forefront of digital auditing?


This Digital Assurance virtual internship by PwC  gives you valuable insights into a new world of auditing and how PwC uses analytics and mining technologies to help organizations get a better understanding of their data, processes and controls.

Enroll in this program if you want to start your career in Audit and assurance.

At FestMan, we support digital innovations and processes.
#auditing
#deloitte
#pwc
#finance
#accounting
#ACCA
",Organic,03/05/2021,All followers,445.0,20.0,0.0449438206851482,11.0,0.0,1.0,0.0719101130962371,article,,,,,,,,,,,,,,,,,,
1601,,,,,,,,,,,,,,,,,,"⭕Become an Internationally Recognized Data analyst⭕

📢Join the Biggest Data community in Ghana and become an Internationally recognized Data analyst.

This Microsoft Power BI Certified Data analyst Program is designed to give you the skills you need, so you can prove your technical competence and elevate your career.

This global certification program offers you more than recognition—it also validate your ability to analyze and visualize data which is one of the hottest skills companies are hiring today.

This course will help you to:
• Get hired in Data and Analytics field.

• Earn more and get promoted faster

• Build job confidence and satisfaction

• Perform better, be more productive and efficient

• Stay relevant

Elevate your career. Become Microsoft Certified.

⭕Special discount available for Students and NSS Personnel. 

Call us today on 0541239290
 #dataanalytics #dashboardsdeexcel #powerbidesktop 
#powerbi
Thomas Festus Cudjoe ",Organic,03/03/2021,All followers,404.0,12.0,0.0297029707580804,14.0,0.0,1.0,0.0668316856026649,Image,,,,,,,,,,,,,,,,,,
1602,,,03/01/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,0.0,5.0,1.0,0.0,1.0
1603,,,03/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0
1604,,,03/03/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0
1605,,,03/04/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,2.0,2.0
1606,,,03/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,2.0,2.0
1607,,,03/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1608,,,03/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0
1609,,,03/08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0
1610,,,03/09/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1611,,,03/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,7.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,1.0,2.0,3.0
1612,,,03/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,12.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,17.0,1.0,4.0,5.0
1613,,,03/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,8.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,13.0,1.0,2.0,3.0
1614,,,03/13/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,14.0,16.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,32.0,1.0,3.0,4.0
1615,,,03/14/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,18.0,19.0,1.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,32.0,1.0,8.0,9.0
1616,,,03/15/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,24.0,24.0,0.0,8.0,8.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,39.0,39.0,0.0,8.0,8.0
1617,,,03/16/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,2.0,2.0
1618,,,03/17/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,1.0,0.0,1.0
1619,,,03/18/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,1.0
1620,,,03/19/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,7.0,7.0,0.0,2.0,2.0
1621,,,03/20/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,1.0,1.0
1622,,,03/21/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0
1623,,,03/22/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0
1624,,,03/23/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,7.0,9.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,10.0,2.0,4.0,6.0
1625,,,03/24/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,2.0,2.0
1626,,,03/25/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,9.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,12.0,1.0,2.0,3.0
1627,,,03/26/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,10.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,13.0,1.0,5.0,6.0
1628,,,03/27/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,7.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,11.0,1.0,1.0,2.0
1629,,,03/28/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630,,,03/29/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1631,,,03/30/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
1632,,,03/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,7.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,11.0,1.0,3.0,4.0
1633,,,04/01/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,1.0
1634,,,04/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7.0,10.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,14.0,1.0,3.0,4.0
1635,,,04/03/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,1.0,1.0,2.0
1636,,,04/04/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,5.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,1.0,2.0,3.0
1637,,,04/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,30.0,30.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,0.0,6.0,6.0
1638,,,04/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,9.0,12.0,2.0,4.0,6.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,12.0,16.0,2.0,4.0,6.0
1639,,,04/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,16.0,16.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,0.0,4.0,4.0
1640,,,04/08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,15.0,19.0,2.0,5.0,7.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,25.0,29.0,2.0,5.0,7.0
1641,,,04/09/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,24.0,24.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,9.0,9.0
1642,,,04/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,33.0,37.0,2.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,48.0,53.0,2.0,6.0,8.0
1643,,,04/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
1644,,,04/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,11.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,15.0,1.0,2.0,3.0
1645,,,04/13/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646,,,04/14/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.0,13.0,0.0,9.0,9.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,21.0,21.0,0.0,9.0,9.0
1647,,,04/15/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,9.0,12.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,14.0,2.0,4.0,6.0
1648,,,04/16/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.0,9.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,4.0,4.0
1649,,,04/17/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,1.0,1.0,2.0
1650,,,04/18/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,4.0,7.0,1.0,1.0,2.0
1651,,,04/19/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,19.0,22.0,1.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,29.0,1.0,7.0,8.0
1652,,,04/20/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0
1653,,,04/21/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,15.0,20.0,1.0,5.0,6.0,1.0,0.0,1.0,1.0,0.0,1.0,8.0,20.0,28.0,1.0,5.0,6.0
1654,,,04/22/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,26.0,29.0,3.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,34.0,37.0,3.0,10.0,13.0
1655,,,04/23/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,25.0,29.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,33.0,37.0,1.0,6.0,7.0
1656,,,04/24/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,6.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,2.0,2.0,4.0
1657,,,04/25/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,7.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,11.0,1.0,1.0,2.0
1658,,,04/26/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,10.0,13.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,18.0,2.0,6.0,7.0
1659,,,04/27/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,46.0,51.0,4.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,58.0,63.0,4.0,8.0,11.0
1660,,,04/28/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,33.0,37.0,2.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,54.0,58.0,2.0,11.0,13.0
1661,,,04/29/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,9.0,13.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,18.0,2.0,4.0,6.0
1662,,,04/30/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,9.0,16.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,19.0,2.0,4.0,6.0
1663,,,05/01/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,17.0,23.0,2.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0,34.0,2.0,9.0,11.0
1664,,,05/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,38.0,41.0,3.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,52.0,56.0,3.0,12.0,15.0
1665,,,05/03/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,18.0,22.0,3.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23.0,27.0,3.0,6.0,9.0
1666,,,05/04/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,18.0,28.0,4.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,24.0,35.0,4.0,7.0,11.0
1667,,,05/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,20.0,6.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,26.0,6.0,6.0,12.0
1668,,,05/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,14.0,21.0,5.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,18.0,26.0,5.0,4.0,9.0
1669,,,05/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,38.0,41.0,3.0,10.0,13.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,58.0,63.0,3.0,10.0,13.0
1670,,,05/08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,23.0,40.0,11.0,10.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,31.0,52.0,11.0,10.0,21.0
1671,,,05/09/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,10.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,14.0,2.0,4.0,6.0
1672,,,05/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,44.0,75.0,9.0,16.0,24.0,0.0,2.0,2.0,0.0,2.0,2.0,32.0,64.0,96.0,9.0,17.0,25.0
1673,,,05/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,29.0,32.0,3.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,37.0,40.0,3.0,8.0,11.0
1674,,,05/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,32.0,10.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,43.0,10.0,5.0,15.0
1675,,,05/13/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,33.0,38.0,3.0,10.0,13.0,1.0,0.0,1.0,1.0,0.0,1.0,8.0,44.0,52.0,3.0,10.0,13.0
1676,,,05/14/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,73.0,98.0,15.0,28.0,41.0,0.0,5.0,5.0,0.0,2.0,2.0,28.0,120.0,148.0,15.0,28.0,41.0
1677,,,05/15/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,53.0,71.0,9.0,20.0,28.0,0.0,2.0,2.0,0.0,1.0,1.0,19.0,81.0,100.0,9.0,20.0,28.0
1678,,,05/16/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,86.0,113.0,13.0,31.0,42.0,1.0,6.0,7.0,1.0,4.0,5.0,33.0,134.0,167.0,13.0,31.0,42.0
1679,,,05/17/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,98.0,132.0,25.0,28.0,52.0,1.0,0.0,1.0,1.0,0.0,1.0,42.0,147.0,189.0,25.0,28.0,52.0
1680,,,05/18/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,132.0,195.0,29.0,48.0,75.0,0.0,3.0,3.0,0.0,3.0,3.0,68.0,186.0,254.0,30.0,48.0,76.0
1681,,,05/19/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,178.0,234.0,23.0,64.0,84.0,2.0,1.0,3.0,2.0,1.0,3.0,64.0,263.0,327.0,23.0,65.0,85.0
1682,,,05/20/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,139.0,211.0,23.0,47.0,67.0,1.0,0.0,1.0,1.0,0.0,1.0,74.0,212.0,286.0,23.0,48.0,68.0
1683,,,05/21/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,154.0,209.0,24.0,51.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,205.0,263.0,25.0,51.0,75.0
1684,,,05/22/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,220.0,315.0,54.0,85.0,136.0,1.0,1.0,2.0,1.0,1.0,2.0,107.0,321.0,428.0,54.0,85.0,136.0
1685,,,05/23/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,73.0,106.0,18.0,27.0,43.0,3.0,2.0,5.0,2.0,1.0,3.0,40.0,107.0,147.0,18.0,27.0,43.0
1686,,,05/24/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,78.0,131.0,19.0,31.0,50.0,2.0,1.0,3.0,2.0,1.0,3.0,58.0,116.0,174.0,19.0,31.0,50.0
1687,,,05/25/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,56.0,84.0,16.0,25.0,40.0,1.0,4.0,5.0,1.0,3.0,4.0,32.0,92.0,124.0,16.0,25.0,40.0
1688,,,05/26/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,186.0,236.0,422.0,61.0,83.0,135.0,2.0,2.0,4.0,2.0,1.0,3.0,202.0,350.0,552.0,61.0,83.0,135.0
1689,,,05/27/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,366.0,454.0,33.0,110.0,139.0,2.0,7.0,9.0,2.0,5.0,7.0,92.0,542.0,634.0,33.0,111.0,140.0
1690,,,05/28/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,276.0,353.0,31.0,75.0,99.0,4.0,15.0,19.0,2.0,6.0,8.0,90.0,431.0,521.0,31.0,75.0,99.0
1691,,,05/29/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,270.0,346.0,33.0,67.0,92.0,2.0,5.0,7.0,2.0,2.0,4.0,83.0,395.0,478.0,33.0,67.0,92.0
1692,,,05/30/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,114.0,151.0,17.0,47.0,64.0,0.0,3.0,3.0,0.0,1.0,1.0,37.0,179.0,216.0,17.0,47.0,64.0
